symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
HINDALCO,2025-10-27T08:45:38Z,"Sensex jumps 720 pts, Nifty reclaims 26,000 mark; Hindalco, Reliance lead gainers, Kotak, BEL, Adani Ports drag","Softer US inflation and easing US-China tensions boost risk appetite, fuelling rally across key sectors",neutral,3.7130837e-07,0.99999774,1.8562853e-06,https://www.thehindubusinessline.com/markets/top-gainers-amp-losers-on-nse-bse-oct-27th-sensex-jumps-720-pts-nifty-reclaims-26000-mark-hindalco-reliance-lead-gainers-kotak-bel-adani-ports-drag/article70207760.ece
HINDALCO,2025-10-27T05:20:24Z,"Hindalco shares jump over 6% in 3 days, hit record high on copper and aluminium rally",Hindalco Industries shares reached a new record on Monday. This surge is fueled by increasing global metal prices and positive sentiment around a potential U.S.-China trade deal. Investors are now anticipating the company's September quarter earnings. Hindalc…,neutral,1.3102545e-08,1.0,1.4577744e-08,https://economictimes.indiatimes.com/markets/stocks/news/hindalco-shares-jump-over-6-in-3-days-hit-record-high-on-copper-and-aluminium-rally/articleshow/124840651.cms
HINDALCO,2025-10-27T01:30:00Z,"Stocks To Watch Today: Coforge, Reliance, Dr Reddy's Labs, Adani Energy, Mazagon Dock","Coforge Ltd., Reliance Industries Ltd., Dr Reddy’s Laboratories Ltd., Adani Energy Solutions Ltd. and Mazagon Dock Shipbuilders Ltd. are some of the stocks that will catch investors' attention on Monday.",negative,0.99997616,5.7151356e-06,1.813158e-05,https://www.ndtvprofit.com/markets/stocks-to-watch-today-coforge-reliance-dr-reddys-labs-adani-energy-mazagon-dock
HINDALCO,2025-10-27T01:10:19Z,All You Need To Know Before Going Into Trade On Monday,"The benchmark indices ended in red with Nifty ending below the 25,800 mark. Nifty 50 ended 0.37% lower at 25,795.15 and Sensex closed 0.41% lower at 84,211.88 on Friday. The Nifty fell over 0.67% during the day to 25,718.20, while the Sensex was down 0.71% to…",positive,0.038631413,0.000874881,0.9604937,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-trade-on-oct-27
HINDALCO,2025-10-27T00:41:00Z,"Stocks in news: LIC, Sobha, Ola Electric, Kotak Bank, RIL, Adani Energy Solutions","Markets saw a decline on Friday, with the Nifty slipping nearly 0.4% amid profit booking and FMCG sector weakness. Analysts remain bullish, advising selective stock picking in strong sectors. Several companies like LIC, Sobha, Ola Electric, and Kotak Bank are…",neutral,3.2556372e-06,0.9999913,5.444539e-06,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-lic-sobha-ola-electric-kotak-bank-ril-adani-energy-solutions/articleshow/124829533.cms
HINDALCO,2025-10-27T00:09:21Z,"Will Nifty’s rally stall near 26,000 or break past its record highs soon?","Nifty may pause its rally near record highs. Analysts suggest dips are buying opportunities. Banking and metals sectors are highlighted. Support is seen at 25,400-25,500. A potential breakout from a Cup and Handle pattern is noted. Medium-term outlook remains…",neutral,0.13123712,0.865878,0.0028848962,https://economictimes.indiatimes.com/markets/stocks/news/will-niftys-rally-stall-near-26000-or-break-past-its-record-highs-soon/articleshow/124837096.cms
HINDALCO,2025-10-26T10:12:19Z,Ahead of Market: 10 things that will decide D-Street action on Monday,"Indian markets saw mixed activity on Friday, with over 155 stocks hitting 52-week highs while 68 slipped to 52-week lows. Notable gainers included SCI, Hindalco, and Cummins India, while Ceat, Jindal Saw, Cipla, and HUL faced selling pressure. Overall sentime…",positive,0.00012275708,5.5380835e-05,0.99982184,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-d-street-action-on-monday/articleshow/124825901.cms
HINDALCO,2025-10-26T08:16:23Z,3 technical stock picks for this week with potential upside of up to 13%,"Indian equities ended last week on a steady note, with the Nifty 50 forming a “doji” candle and holding above key support zones, a sign of resilience in the broader uptrend. According to Axis Securities, the index is expected to trade between 25,500–26,300 wi…",neutral,0.00012457298,0.99987495,4.4962493e-07,https://m.economictimes.com/markets/stocks/news/3-technical-stock-picks-for-this-week-with-potential-upside-of-up-to-13/stock-ideas/slideshow/124824686.cms
HINDALCO,2025-10-25T10:54:24Z,"F&O Talk | Nifty takes breather after Diwali gains, 30,000 still a likely destination by next Diwali: Sudeep Shahx","Markets extended their winning streak for the fourth week, with Nifty up 0.33% and Sensex 0.31%. Optimism from strong earnings and trade hopes drove sentiment, though profit-booking and cooling indicators signal near-term caution.",neutral,5.784263e-06,0.9999579,3.627241e-05,https://economictimes.indiatimes.com/markets/expert-view/fo-talk-nifty-takes-breather-after-diwali-gains-30000-still-a-likely-destination-by-next-diwali-sudeep-shahx/articleshow/124804638.cms
HINDALCO,2025-10-25T04:15:00Z,Designing carbon transparency: Why aluminium must lead India’s next industrial revolution,"As global industries pivot toward low-carbon manufacturing, aluminium’s role is expanding to being existential for energy transition, infrastructure resilience and even global competitiveness.",neutral,0.0002614811,0.99972326,1.5235593e-05,https://www.thehindubusinessline.com/markets/commodities/designing-carbon-transparency-why-aluminium-must-lead-indias-next-industrial-revolution/article70199174.ece
HINDALCO,2025-10-24T14:28:01Z,Markets snap six-day rally as trade policy concerns trigger profit booking,"Sectoral performance was mixed, with Nifty Metal emerging as the top gainer, rising 1.03 per cent, while Nifty Healthcare and Nifty Private Banks were the worst performers",positive,0.00012975837,0.017237358,0.9826329,https://www.thehindubusinessline.com/markets/stock-markets/markets-snap-six-day-rally-as-trade-policy-concerns-trigger-profit-booking/article70198068.ece
HINDALCO,2025-10-24T13:00:00Z,"Copper Products Market worth $645.86 billion by 2035 at 5.6 %, says MarketsandMarkets™","Delray Beach, FL, Oct. 24, 2025 (GLOBE NEWSWIRE) -- In terms of value, the Copper Products Market is projected to reach USD 645.86 billion by 2035, growing from USD 375.47 billion in 2025, at a CAGR of 5.6%, as per the recent study by MarketsandMarkets™. The …",negative,0.6998133,0.3001762,1.0478e-05,https://www.globenewswire.com/news-release/2025/10/24/3172837/0/en/Copper-Products-Market-worth-645-86-billion-by-2035-at-5-6-says-MarketsandMarkets.html
HINDALCO,2025-10-24T11:31:53Z,"Gainers & Losers: EPack Prefab, Hindalco among 5 stocks that were in limelight on Friday",,negative,0.99995255,8.554212e-07,4.6595815e-05,https://m.economictimes.com/markets/stocks/news/gainers-losers-epack-prefab-hindalco-among-5-stocks-that-were-in-limelight-on-friday/slideshow/124784576.cms
HINDALCO,2025-10-24T08:37:50Z,Paytm and Vedanta emerge as top buys amid sectoral rotation and profit booking: CA Rudramurthy BV,"Nifty paused after six consecutive gains, slipping below 26,000. Market expert CA Rudramurthy BV sees this as short-term consolidation, with the broader trend remaining strong. He anticipates sector rotation, particularly into IT, PSU banks, metals, and new-a…",neutral,1.2392865e-05,0.99998355,4.060336e-06,https://economictimes.indiatimes.com/markets/expert-view/paytm-and-vedanta-emerge-as-top-buys-amid-sectoral-rotation-and-profit-booking-ca-rudramurthy-bv/articleshow/124781101.cms
HINDALCO,2025-10-24T07:54:30Z,"Sensex, Nifty pare early gains on profit booking; HUL, Laurus Labs, Colgate shares decline, Hindalco lead gainers","Benchmark indices declined on Friday as investors engaged in profit-taking after a six-day rally fueled by optimism over easing global trade tensions between India and the US, and a possible recovery in domestic corporate earnings.",positive,1.1560793e-05,0.00036587045,0.9996226,https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-on-nse-bse-today-24th-oct-sensex-nifty-pare-early-gains-on-profit-booking-hul-laurus-labs-colgate-shares-decline-hindalco-lead-gainers/article70197102.ece
HINDALCO,2025-10-24T06:35:02Z,L&T secures multiple large orders in minerals and metals sector,"L&T secures major contracts from Hindalco and Tata Steel, enhancing its role in India's minerals and metals infrastructure development.",neutral,8.7143377e-07,0.99999905,1.39983e-07,https://www.thehindubusinessline.com/markets/stock-markets/lt-secures-multiple-large-orders-in-minerals-and-metals-sector/article70196911.ece
HINDALCO,2025-10-24T06:19:37Z,"L&T bags 'large' orders from Hindalco, Tata Steel under minerals & metals biz","Larsen & Toubro's Minerals & Metals business has secured 'large' orders from Hindalco and Tata Steel. Hindalco ordered an 180 KTPA aluminium smelter and Gas Treatment Centre for its Odisha project, while Tata Steel commissioned a 1 MTPA Coke Oven Battery. The…",negative,0.95938027,0.038621236,0.0019984075,https://economictimes.indiatimes.com/industry/indl-goods/svs/metals-mining/larsen-tourbo-lt-bags-large-orders-from-hindalco-tata-steel-under-minerals-metals-biz-lt-share-price/articleshow/124778110.cms
HINDALCO,2025-10-24T05:19:10Z,"Vedanta, Hindalco & Nalco shares climb up to 5%. Here’s what’s fuelling the rally","Shares of Vedanta, Hindalco, and Nalco jumped as LME aluminium prices surpassed $2,850/tonne, fueled by tight global supply and disruptions like Century Aluminum’s production slowdown in Iceland.",neutral,2.2418082e-07,0.99999917,6.306181e-07,https://economictimes.indiatimes.com/markets/stocks/news/vedanta-hindalco-nalco-shares-climb-up-to-5-heres-whats-fuelling-the-rally/articleshow/124777407.cms
HINDALCO,2025-10-24T04:48:31Z,"Nifty holds gains amid trade deal hopes, but oil surge and FII selling cap rally","Nifty 50 opened at 25,935.10 and was trading at 25,910.40 at 9:40 am, up 0.07% from its previous close; Sensex opened at 84,667.23 and was trading at 84,584.24, gaining 0.03% per cent on its previous close",neutral,0.0022456315,0.9977464,7.991145e-06,https://www.thehindubusinessline.com/markets/stock-markets/nifty-holds-gains-amid-trade-deal-hopes-but-oil-surge-and-fii-selling-cap-rally/article70196644.ece
HINDALCO,2025-10-23T08:17:19Z,Hindalco's $125-Million Acquisition In US Stalls As Government Shutdown Drags,"Hindalco Industries Ltd.'s plan to acquire US-based AluChem Companies Inc. has been stalled due to the federal government shutdown that has impaired a regulatory body. The all-cash deal valued at $125 million or Rs 1,075 crore was announced in June.",positive,0.00027861758,3.055618e-06,0.99971825,https://www.ndtvprofit.com/business/hindalco-usd-125-million-acquisition-in-us-stalls-as-government-shutdown-drags
HINDALCO,2025-10-20T00:30:00Z,All You Need To Know Going Into Trade On Monday,"The Nifty ended in the green for the third consecutive session on Friday. At the close, the Sensex rose 484.53 points, or 0.58%, to 83,952.19, while the Nifty rose 124.55 points, or 0.49%, to 25,709.85. Nifty Oct futures is up by 0.37% to 25,751 at a premium …",neutral,0.021445211,0.9785499,4.864447e-06,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-october-20-2025
HINDALCO,2025-10-17T07:19:25Z,"Sensex scales over 84,100 after weak start, Nifty at one-year high led by Reliance, Asian Paints","Nifty 50 climbed to a one-year high as gains in Reliance Industries ahead of its earnings announcement today offset declines in Infosys and Wipro, which slipped on margin concerns despite reporting strong results",neutral,7.703074e-07,0.9999819,1.7404942e-05,https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-on-nse-bse-today-17th-oct-sensex-scales-over-84100-after-weak-start-nifty-at-one-year-high-led-by-reliance-asian-paints/article70174595.ece
HINDALCO,2025-10-16T08:25:12Z,"Weaving change: Social initiative revives Kosa silk tradition, empowers artisans in Chhattisgarh","Kosala, part of Hindalco, is leading a vibrant social change by enhancing Kosa silk weaving in Chhattisgarh. By granting artisans direct market access and fair compensation, they've empowered weavers to significantly enhance their financial stability.",neutral,3.872973e-06,0.99999595,2.1402843e-07,https://timesofindia.indiatimes.com/city/raipur/weaving-change-social-initiative-revives-kosa-silk-tradition-empowers-artisans-in-chhattisgarh/articleshow/124599149.cms
HINDALCO,2025-10-14T08:53:46Z,"Sensex, Nifty drag amid metals & financial stocks selloff; LG Electronics India surges","Tata Motors, Tech Mahindra, Wipro, HCL Tech led gainers, while Bajaj Finance, Tata Steel, JSW Steel, Hindalco and Axis Bank dragged the most.",neutral,5.5810483e-06,0.99989164,0.00010269512,https://www.thehindubusinessline.com/markets/stock-markets/sensex-nifty-drag-amid-metals-financial-stocks-selloff-lg-electronics-india-surges/article70161882.ece
HINDALCO,2025-10-14T07:21:15Z,"Markets slip into red mid-session as financial, metal stocks drag indices","The Sensex slipped 465 points to 81,862.34, while the Nifty 50 fell 133 points to 25,094.55. Market breadth remained weak, with over twice as many stocks declining as advancing.",positive,6.3140294e-07,2.8047864e-06,0.99999654,https://www.thehindubusinessline.com/markets/stock-markets/markets-slip-into-red-mid-session-as-financial-metal-stocks-drag-indices/article70161684.ece
HINDALCO,2025-10-13T16:00:00Z,U.S. Aluminum Prices Remain High After Novelis Fire Hit Supply Chain,"The Aluminum Monthly Metals Index (MMI) remained sideways, rising by a modest 0.5% from September to October. Meanwhile, the price of aluminum remains in an uptrend, supported by a growing number of factors. Novelis Oswego Fire Challenges U.S. Supply A massiv…",positive,0.00046243993,0.087942176,0.91159534,https://oilprice.com/Metals/Commodities/US-Aluminum-Prices-Remain-High-After-Novelis-Fire-Hit-Supply-Chain.html
HINDALCO,2025-10-13T04:35:24Z,Diwali 2025 stock picks: Brokerages recommend top long-term buys,"Top Diwali 2025 stock picks include SBI, HDFC, ABB, Max Healthcare, and more. Experts expect long-term gains from 11–63 per cent for investors.",neutral,1.2265772e-07,0.9999999,1.021888e-08,https://www.thehindubusinessline.com/markets/diwali-2025-stock-picks-brokerages-recommend-top-long-term-buys/article70157313.ece
HINDALCO,2025-10-13T01:24:36Z,"Over a dozen stocks including Infosys, Adani Enterprises, NDTV, Muthoot Finance in focus on Monday","Infosys launches Customer Experience Suite for Salesforce, enhancing digital transformation efforts with advanced solutions for enterprises.",neutral,0.007226168,0.9927719,1.836887e-06,https://www.thehindubusinessline.com/markets/over-dozen-companies-including-infy-bls-international-rpower-adani-enterprises-hcc-ndtv-muthoot-finance-will-remain-in-action-on-monday/article70156170.ece
HINDALCO,2025-10-13T00:41:00Z,"Stocks in news: Tata Motors, Avenue Supermarts, Welspun Enterprises, Infosys","Indian stock markets finished higher on Friday. Financial stocks and foreign investor inflows boosted the Sensex and Nifty. Tata Consultancy Services' weaker earnings limited broader gains. Several companies like Avenue Supermarts, Tata Motors, and Infosys wi…",positive,0.00095876394,0.006459322,0.99258196,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-tata-motors-avenue-supermarts-tata-capital-listing-and-more/articleshow/124503013.cms
HINDALCO,2025-10-13T00:30:00Z,Stock Market Today: All You Need To Know Going Into Trade On Oct. 13,"The NSE Nifty 50 Index closed near 25,300; gaining for the second consecutive day. The Nifty closed 0.41% higher at 25,285.35, while the Sensex closed 0.40% up at 82,500.82.",negative,0.9899974,0.0099954195,7.245209e-06,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-oct-13-3
HINDALCO,2025-10-10T10:13:10Z,Centre notifies first legally binding emission targets for high-polluting sectors,"The Greenhouse Gas Emission Intensity Target Rules have been notified for 282 cement, aluminium, paper and pulp and chlor-alkali units.",negative,0.9999132,9.722312e-06,7.695872e-05,https://indianexpress.com/article/india/centre-notifies-first-legally-binding-emission-targets-for-high-polluting-sectors-10299043/
HINDALCO,2025-10-10T07:40:48Z,"TCS results, AI bets and metals rally: Parag Thakkar sees value across IT, metals and banking sector","Parag Thakkar of Fort Capital remains bullish on TCS, citing positive results and strategic AI/data centre investments as long-term positives. He also expresses optimism for the metals and banking sectors, highlighting strong fundamentals and attractive valua…",neutral,7.2032087e-09,1.0,8.938211e-09,https://economictimes.indiatimes.com/markets/expert-view/tcs-results-ai-bets-and-metals-rally-parag-thakkar-sees-value-across-it-metals-and-banking-sector/articleshow/124447741.cms
HINDALCO,2025-10-10T07:36:33Z,"Sensex gains over 540 pts intraday, realty & banking stocks lift market sentiment, TCS declines post Q2 results","Top gainers & losers today: Cipla, SBI, Axis Bank, Maruti Suzuki and Bajaj Auto topped Nifty 50 gainers, while Tata Steel, TCS, JSW Steel, Tech Mahindra and Hindalco were the major losers.",positive,8.764323e-05,0.0064205024,0.9934918,https://www.thehindubusinessline.com/markets/stock-markets/sensex-gains-over-540-pts-intraday-realty-banking-stocks-lift-market-sentiment-tcs-declines-post-q2-results/article70147261.ece
HINDALCO,2025-10-10T07:31:00Z,Trade talk optimism lifts Sensex 394 points; Banking stocks lead mid-session rally,"Benchmark indices rise on positive sentiment, with banking stocks leading the rally; foreign investors continue buying streak.",neutral,9.2959e-09,1.0,1.0014924e-08,https://www.thehindubusinessline.com/markets/stock-markets/trade-talk-optimism-lifts-sensex-394-points-banking-stocks-lead-mid-session-rally/article70147220.ece
HINDALCO,2025-10-10T05:19:25Z,India sets first legally binding emission targets for carbon-intensive sectors,"The government has notified the Greenhouse Gases Emission Intensity Target Rules, 2025, setting India’s first legally binding emission reduction targets for carbon-heavy industries.",negative,0.9984956,0.0013947906,0.00010960493,https://www.thehindubusinessline.com/news/india-sets-first-legally-binding-emission-targets-for-carbon-intensive-sectors/article70146884.ece
HINDALCO,2025-10-10T05:08:52Z,India notifies first emission intensity targets for carbon-intensive sectors,India has introduced new rules for industrial emissions.  These rules set legally binding targets for 282 major industrial units.  Companies must reduce greenhouse gas emissions per unit of production.  This initiative aims to meet India's climate goals.  It …,negative,0.9977397,0.002157749,0.00010257187,https://economictimes.indiatimes.com/news/india/india-notifies-first-emission-intensity-targets-for-carbon-intensive-sectors/articleshow/124444845.cms
HINDALCO,2025-10-10T04:58:59Z,"Nifty breaks past 25,220 as bulls return on trade deal optimism, strong institutional flows","Benchmark indices rise on renewed investor confidence, progress in India-US trade talks, and strong institutional buying, led by banking stocks.",neutral,2.48894e-09,1.0,4.240165e-09,https://www.thehindubusinessline.com/markets/nifty-breaks-past-25220-as-bulls-return-on-trade-deal-optimism-strong-institutional-flows/article70146822.ece
HINDALCO,2025-10-10T04:30:34Z,"Eyes on JSW Steel, SAIL, Hindalco as metal rally gains momentum, says Mayuresh Joshi","Metal stocks are poised for further gains. Strong domestic demand and improving cost efficiencies are key drivers. Global restocking is also expected to boost prices. JSW Steel, SAIL, and Hindalco are highlighted as top picks. NLC India presents a diversified…",neutral,6.044517e-09,1.0,3.3915528e-09,https://economictimes.indiatimes.com/markets/expert-view/eyes-on-jsw-steel-sail-hindalco-as-metal-rally-gains-momentum-says-mayuresh-joshi/articleshow/124444033.cms
HINDALCO,2025-10-09T07:13:09Z,"Metal stocks lift market sentiment, Tata Steel, JSW Steel lead gainers","Sensex traded 273.17 pts higher at 82,046.83 at 12.27 pm (hitting an intraday high of 82,160.85). Nifty 50 gained 97.20 pts to 25,143.35 (trading close to intraday high of 25,181.25)",neutral,4.568164e-07,0.9999995,1.3850606e-08,https://www.thehindubusinessline.com/markets/stock-markets/metal-stocks-lift-market-sentiment-tata-steel-jsw-steel-lead-gainers/article70142712.ece
HINDALCO,2025-10-08T15:31:06Z,A Tier 1 Plant Fire Will Disrupt Auto OEMs For Months,A fire at a Novelis plant will disrupt the Auto industry for months. Auto OEMs with robust risk management programs will gain market share.,neutral,2.0882314e-07,0.9998318,0.00016792164,https://www.forbes.com/sites/stevebanker/2025/10/08/a-tier-1-plant-fire-will-disrupt-auto-oems-for-months/
HINDALCO,2025-10-08T02:52:03Z,Fire at Aluminum Plant Puts Automakers in Supply Crunch,"A major fire at a plant responsible for nearly 40% of the aluminum sheet used by US automakers has caused supply chain problems that could take months to untangle. The Sept. 16 fire at the Novelis plant in Oswego, New York rendered a key part of the facility …",positive,1.2162778e-06,1.3014927e-06,0.9999975,https://www.newser.com/story/376463/fire-at-aluminum-plant-puts-automakers-in-supply-crunch.html
HINDALCO,2025-10-08T01:15:10Z,Stock Market highlights 8 October 2025: Markets end lower as IT outshines amid pre-earnings caution; Gold hits historic high,"Sensex, Nifty, Share Price highlights: Benchmark indices closed in the red on Wednesday after a volatile trading session, with investor caution dominating ahead of the second-quarter earnings season and heightened global uncertainties stemming from the ongoin…",positive,0.04107646,0.0010636029,0.95785993,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-updates-8-october-2025/article70135910.ece
HINDALCO,2025-10-07T12:38:01Z,"Nifty surges past 25,100 mark amid mixed global cues; Banking, Telecom lead gains","Sectoral indices showed mixed performance. Nifty Realty, Oil & Gas, Pharma, Energy, Telecom, and Consumer Durables outperformed, gaining between 0.3 per cent and 2 per cent",neutral,2.37816e-05,0.9998841,9.2051196e-05,https://www.thehindubusinessline.com/markets/stock-markets/nifty-surges-past-25100-mark-amid-mixed-global-cues-banking-telecom-lead-gains/article70135314.ece
HINDALCO,2025-10-07T11:44:14Z,"Fire at Ford Supplier in New York to Disrupt Business for Months, WSJ Reports","A fire that broke out at Novelis’ New York plant in Oswego will disrupt business at Ford and other automakers for months, the Wall Street Journal reported on Monday. Ford, the biggest user of the plant’s aluminum, will likely flag …",positive,8.242595e-06,8.115761e-07,0.99999094,https://www.insurancejournal.com/news/east/2025/10/07/842886.htm
HINDALCO,2025-10-07T08:19:50Z,"Sensex sustains festive rally, gains 380 points on financial stock strength","The indices opened marginally higher at 81,883.95 and 25,085.30 respectively, building on the momentum from Monday’s session despite sustained foreign institutional investor outflows",neutral,4.436154e-08,1.0,3.3482273e-08,https://www.thehindubusinessline.com/markets/sensex-sustains-festive-rally-gains-380-points-on-financial-stock-strength/article70134389.ece
HINDALCO,2025-10-07T08:10:15Z,"Mid-market: Sensex jumps over 450 pts, Nifty touches 25,200 mark, Jio Financial, Bharti Airtel & HDFC Bank lead gainers",Market experts also point to optimistic business updates from companies ahead of the September-quarter earnings season as a contributing factor to the market’s rally,neutral,4.1657745e-06,0.99999106,4.710013e-06,https://www.thehindubusinessline.com/markets/stock-markets/mid-market-sensex-jumps-over-450-pts-nifty-touches-25200-mark-jio-financial-bharti-airtel-hdfc-bank-lead-gainers/article70134357.ece
HINDALCO,2025-10-07T03:24:25Z,"Fire at Novelis set to disrupt business for months, WSJ reports","Ford, the biggest user of the plant’s aluminium, will likely flag potential implications of the setback to investors when it discloses quarterly financial results later this month",positive,1.5604684e-05,1.3642023e-06,0.9999831,https://www.thehindubusinessline.com/companies/fire-at-novelis-set-to-disrupt-business-for-months-wsj-reports/article70133770.ece
HINDALCO,2025-10-07T02:40:01Z,Fire at Ford supplier set to disrupt business for months: Report,"A fire at Novelis' Oswego plant, a key supplier of aluminum to Ford and other automakers, will cause disruptions for months. Ford is expected to inform investors about potential financial implications. Novelis anticipates its hot mill operations to restart by…",positive,0.00039643951,1.0476957e-05,0.9995931,https://economictimes.indiatimes.com/news/international/business/fire-at-ford-supplier-set-to-disrupt-business-for-months-report/articleshow/124351754.cms
HINDALCO,2025-10-06T14:08:00Z,"Commodity Chemicals Market Size to Worth USD 1,549.36 Billion by 2034","According to Towards Chemical and Materials, the global commodity chemicals market size is calculated at USD 867.97 billion in 2025 and is expected to be worth around USD 1,549.36 billion by 2034, growing at a compound annual growth rate (CAGR) of 6.65% over …",negative,0.8475808,0.15237206,4.7195488e-05,https://www.globenewswire.com/news-release/2025/10/06/3161864/0/en/Commodity-Chemicals-Market-Size-to-Worth-USD-1-549-36-Billion-by-2034.html
