symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
ITC,2025-10-30T04:38:35Z,ITC Q2 results preview: Company seen posting low-to-mid single-digit revenue growth,"Analysts see 5–7% growth in the cigarette segment, while the non-cigarette FMCG business may stay under pressure due to GST transition issues and competition",positive,0.005232686,0.4857212,0.5090461,https://www.thehindubusinessline.com/companies/tc-q2-results-preview-company-seen-posting-low-to-mid-single-digit-revenue-growth/article70219709.ece
ITC,2025-10-30T03:44:24Z,"Q2 Results Live Today: Hyundai, Cipla, ITC, NTPC, Adani Power, Pidilite, DLF, Lodha, Canara Bank, Swiggy, Dabur, Motilal OFS to announce Q2 results","Q2 Results 30th October 2025 live updates: Find all the latest Q2 results 2025 updates of ITC, NTPC, Adani Power, DLF, Hyundai Motor India, Pidilite Industries, Cipla, Lodha Developers, Canara Bank, Union Bank of India, Swiggy, United Spirits, Dabur India, Ad…",negative,0.999972,2.7100763e-05,9.518521e-07,https://www.thehindubusinessline.com/markets/q2-results-live-updates-hyundai-cipla-itc-coromandel-ntpc-adani-power-pidilite-ind-united-spirits-dlf-lodha-canara-bank-union-bank-swiggy-dabur-motilal-ofs-lt-coal-india-brigade-radico-cg-power-hpcl-u/article70216684.ece
ITC,2025-10-30T01:30:00Z,"Q2 Results Today: Swiggy, NTPC, ITC, Hyundai India, Cipla Among 85+ Firms To Declare Earnings On Oct. 30","More than 85 companies are set to announce results for the second quarter of FY26 on Oct. 30. Big names that are scheduled to announce results include Adani Power, Swiggy, Cipla, NTPC, ITC and Hyundai Motor India. Several of the companies have also announced …",negative,0.9999958,3.675109e-06,4.5423164e-07,https://www.ndtvprofit.com/quarterly-earnings/q2-results-today-swiggy-ntpc-itc-hyundai-india-cipla-among-85-firms-to-declare-earnings-on-oct-30
ITC,2025-10-30T00:41:00Z,"Stocks in news: ITC, Swiggy, L&T, Hero MotoCorp, Varun Beverages, Dr Reddy's","Markets edged higher, anticipating the US Fed's policy outcome and a shift to corporate earnings. Analysts expect the uptrend to continue with Nifty eyeing record highs, advising a selective approach. Several companies like PB Fintech, L&T, and Hero MotoCorp …",neutral,1.7448976e-05,0.9999777,4.869949e-06,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-itc-swiggy-lt-hero-motocorp-varun-beverages-dr-reddys/articleshow/124910497.cms
ITC,2025-10-30T00:30:00Z,"Swiggy, ITC, Cipla, United Spirits, NTPC, Hyundai Motor Q2 Results Today","Aditya Birla Capital Ltd., Cipla Ltd., Swiggy Ltd., NTPC Ltd., ITC Ltd. and Hyundai Motor India Ltd. are among the top names that will announce their quarterly results on Thursday. Cipla is likely to clock a rise in net profit to Rs 1,345.6 crore and a revenu…",neutral,3.841245e-05,0.9999615,6.402795e-08,https://www.ndtvprofit.com/quarterly-earnings/itc-swiggy-cipla-hyundai-united-spirits-ntpc-q2-results-today-earnings-estimates
ITC,2025-10-30T00:30:00Z,"Day Trading Guide for October 30, 2025: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI",negative,0.9999883,7.046012e-06,4.6403093e-06,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-october-30/article70216906.ece
ITC,2025-10-29T15:31:57Z,ITC Q2 Results Preview: Brokerages Bullish Despite Near-Term Softness Citing Cigarette Momentum,"FMCG heavyweight ITC Ltd. is set to announce its financial results for the September quarter on Thursday. Brokerages remain broadly constructive on ITC, driven by steady cigarette demand and gradual improvement in the FMCG business.",neutral,1.0914399e-07,0.9999999,4.535595e-09,https://www.ndtvprofit.com/quarterly-earnings/itc-q2-results-preview-brokerages-bullish-despite-near-term-softness-citing-cigarette-momentum
ITC,2025-10-29T14:54:59Z,Policybazaar parent's sequential growth eases even as Q2 revenue rises 20%,"The revenue growth was aided by sale of new insurance plans and renewals, and credit disbursals. Profit after tax stood at ₹135 crore,&nbsp;up 58% sequentially and 165% year-on-year.",neutral,3.0783067e-08,0.99999976,2.0896003e-07,https://www.livemint.com/companies/pb-fintech-q2-earnings-policybazaar-insurance-renewals-credit-growth-11761741827023.html
ITC,2025-10-29T13:08:42Z,Samsung’s OLED screens could come to several Apple devices,"Apple has been using Samsung Display's OLED panels in iPhones for years. Last year, the company brought OLED panels to iPads, starting with the iPad Pro, and some of those panels were made by Samsung. Now, a report claims Apple is bringing OLED screens to mor…",negative,0.99997354,1.6059689e-06,2.4866913e-05,https://www.sammobile.com/news/samsungs-oled-screens-could-come-to-several-apple-devices/
ITC,2025-10-29T11:20:04Z,"Senex, Nifty 50 rebound on trade deal optimism and US Fed rate cut hopes; metals, oil & gas stocks shine","Top gainers & losers today 29th Oct: NTPC, Adani Ports, ONGC, Power Grid, JSW Steel and Adani Enterprises lead gainers of Nifty 50, while Dr Reddy’s Laboratories, Coal India, Bharat Electronics, Eternal and M&M dragged the most.",positive,0.0011225345,0.373531,0.6253464,https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-amp-losers-today-29th-oct-senex-nifty-50-rebound-on-trade-deal-optimism-and-us-fed-rate-cut-hopes-metals-oil-amp-gas-stocks-shine/article70216618.ece
ITC,2025-10-29T06:03:13Z,"ITC Q2 results preview: PAT may grow up to 11% YoY, revenue seen 15% higher; 6 things to track","ITC's Q2 earnings are anticipated to show a modest profit increase of up to 11% year-on-year, with revenue projected to climb around 15%. Analysts expect steady cigarette volumes and an improved product mix to drive growth, though FMCG and agri segments might…",neutral,3.2151575e-09,1.0,1.9091044e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q2-results-preview-pat-may-grow-up-to-11-yoy-revenue-seen-15-higher-6-things-to-track/articleshow/124890626.cms
ITC,2025-10-29T03:47:54Z,"Q2 Results Live Today: L&T, Coal India, Brigade, Radico, CG Power, HPCL, United Breweries, PB Fintech, NTPC Green, BHEL Company to announce Q2 results","Q2 Results 29th October 2025 live updates: Find all the latest Q2 results 2025 updates of Larsen & Toubro, Coal India, Varun Beverages, CG Power and Industrial Solutions, Hindustan Petroleum Corporation, NTPC Green Energy, Bharat Heavy Electricals, PB Fintech…",negative,0.99998975,9.861225e-06,3.925958e-07,https://www.thehindubusinessline.com/markets/q2-results-live-updates-lampt-coal-india-brigade-radico-cg-power-hpcl-united-breweries-pb-fintech-ntpc-green-bhel-tvs-motor-adani-green-energy-tata-capital-atgl-blue-dart-29-october-2025/article70215348.ece
ITC,2025-10-29T03:47:54Z,"Q2 Results Highlights: Coal India Q2 profit falls, APL Apollo & Raymond Lifestyle Q2 PAT jumps, BHEL Q2 net triples, L&T Q2 profit rises 16%, NTPC Green Q2 net surges to Rs 86 cr; Brigade Group’s PAT up 48%, United Breweries profit falls 65%","Q2 Results 29th October 2025 live updates: Find all the latest Q2 results 2025 updates of Larsen & Toubro, Coal India, Varun Beverages, CG Power and Industrial Solutions, Hindustan Petroleum Corporation, NTPC Green Energy, Bharat Heavy Electricals, PB Fintech…",neutral,0.21719119,0.7827964,1.24477565e-05,https://www.thehindubusinessline.com/markets/q2-results-highlights-lampt-coal-india-brigade-radico-cg-power-hpcl-united-breweries-pb-fintech-ntpc-green-bhel-tvs-motor-adani-green-energy-tata-capital-atgl-blue-dart-29-october-2025/article70215348.ece
ITC,2025-10-29T01:23:48Z,"Stock Market Highlights 29th October 2025: Sensex ended 368.97 pts or 0.44% positive at 84,997.13, Nifty 50 gained 117.70 pts or 0.45% to close at 26,053.90","Sensex, Nifty, Share Prices highlights: Indian equity benchmarks traded with a positive bias on Wednesday, buoyed by firm global cues and optimism ahead of the US Federal Reserve’s policy decision. At 1:17 p.m., the Sensex climbed 411 points to 85,039, while …",neutral,2.0613745e-06,0.99999785,1.1428639e-07,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-highlights-29th-oct-2025/article70213908.ece
ITC,2025-10-28T20:55:30Z,"Harbor Freight, ITC members early access, 10/30, 15% off any item, non-ITC begins 10/31-11/2","**Cashier let me know about this sale, confirmed it is floating around online, wanting to pass on in case anyone is planning a big purchase, deal subject to change** 
 
Harbor Freight is offering 15%...",negative,0.99998736,1.0314199e-05,2.298496e-06,https://slickdeals.net/f/18742915-harbor-freight-itc-members-early-access-10-30-15-off-any-item-non-itc-begins-10-31-11-2
ITC,2025-10-28T15:00:04Z,"Buy, Sell Or Hold: Bajaj Housing, REC, Varun Beverages, ITC Hotels - Ask Profit",Should you add shares of Bajaj Housing Finance Ltd.? Should you hold shares of REC Ltd. at the current market price? Have you lost the chance to buy shares of Varun Beverages Ltd. at an attractive price? Is it the right time to buy shares of LIC Housing Finan…,negative,0.80937755,0.18907964,0.0015428263,https://www.ndtvprofit.com/markets/buy-sell-or-hold-bajaj-housing-rec-varun-beverages-itc-hotels-ask-profit
ITC,2025-10-28T11:34:09Z,Karan Mahesh Receives 2025 Rising Star Award Asia Pacific,"The International Society of Hospitality Consultants (ISHC), in partnership with the Hotel Investment Conference Asia Pacific (HICAP) awarded Karan Mahesh, Senior Sales – South & Southeast Asia, STR CoStar, with the Rising Star Award Asia Pacific during the H…",negative,0.8906386,0.10917323,0.00018810743,https://www.hospitalitynet.org/news/4129515.html
ITC,2025-10-28T11:23:39Z,Ahead of Market: 10 things that will decide stock market action on Wednesday,"Indian markets closed lower amid profit-taking in consumer and IT stocks, though metals and PSU banks gained on optimism over U.S.-China trade progress and potential FII limit hike.",neutral,0.018595666,0.68894446,0.29245988,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-wednesday/articleshow/124872161.cms
ITC,2025-10-28T05:48:10Z,Major changes in GST invoice management system (IMS) from October 2025 tax period,The Goods and Services Tax Network has updated its Invoice Management System. Taxpayers can now mark credit notes as pending for one tax period. This new feature offers flexibility in modifying Input Tax Credit reversals. These changes aim to streamline busin…,neutral,0.05093015,0.9490174,5.2348372e-05,https://economictimes.indiatimes.com/wealth/tax/major-changes-in-gst-invoice-management-system-ims-from-october-2025-tax-period/articleshow/124864961.cms
ITC,2025-10-28T03:00:00Z,ITC Hotels Unveils New Premium Brand ‘Epiq Collection’ as It Shifts to Asset-Light Model,"ITC’s so-called “asset-right” strategy is actually a pivot to asset-light growth. By relying more on management and franchise deals, the company is looking to expand faster, reduce capital exposure, and align with the economics driving India’s hotel boom.",neutral,0.045311436,0.9546587,2.9840567e-05,http://skift.com/2025/10/27/itc-hotels-unveils-new-premium-brand-epiq-collection-as-it-shifts-to-asset-light-model/
ITC,2025-10-28T02:23:56Z,"Stocks to buy in 2025 for long term: ITC Hotels, Coforge among 5 stocks that could give 14-45% return","Brokerages remained largely bullish on select stocks across sectors, highlighting strong earnings visibility and growth potential.We have collated a list of recommendations from top brokerage firms from ETNow and other sources: Brokerage Recommendations",neutral,7.823618e-09,1.0,5.3010303e-09,https://m.economictimes.com/markets/stocks/news/stocks-to-buy-in-2025-for-long-term-itc-hotels-coforge-among-5-stocks-that-could-give-14-45-return/brokerage-recommendations/slideshow/124862146.cms
ITC,2025-10-28T00:30:00Z,All You Need To Know Before Going Into Trade On Tuesday,"At the close, the Sensex rose 566.96 points, or 0.67%, to 84,778.84, while the Nifty rose 170.9 points, or 0.66%, to 25,966.05.  Nifty Oct futures is up 0.86% to 26,036.70 at a premium of 70 points. Nifty Oct futures open interest down by 34.79%. Nifty Option…",negative,0.9868369,0.011748418,0.001414691,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-trade-on-october-28-2025
ITC,2025-10-27T15:00:00Z,Non-Sterile Compounding Pharmacy Market Size Expected to Reach USD 12.11 Bn by 2034,"The global non-sterile compounding pharmacy market size is calculated at USD 6.41 billion in 2025 and is expected to reach around USD 12.11 billion by 2034, growing at a CAGR of 7.34% for the forecasted period. The global non-sterile compounding pharmacy mark…",negative,0.9673527,0.03255204,9.5234434e-05,https://www.globenewswire.com/news-release/2025/10/27/3174772/0/en/Non-Sterile-Compounding-Pharmacy-Market-Size-Expected-to-Reach-USD-12-11-Bn-by-2034.html
ITC,2025-10-27T08:59:46Z,Hyatt Announces Plans for First Andaz Hotel in Hong Kong,"Hyatt Hotel Corporation (NYSE: H) today announced that a Hyatt affiliate has entered into a management agreement with Wing Tai Properties Limited (""Wing Tai"", SEHK stock code: 369) and CSI Properties Limited (SEHK stock code: 497) for the first Andaz branded …",negative,0.9999672,3.1351836e-05,1.3718818e-06,https://www.hospitalitynet.org/announcement/41013470.html
ITC,2025-10-27T03:36:42Z,"Q2 Results Live Today: Adani Energy, IOC, Indus Towers, Bata India, SRF, Supreme Ind, KFin Tech, Hatsun, PNB Housing, JK Tyre, Tata Investment to announce Q2 results","Q2 Results 27th October, 2025 live updates: Find all the latest Q2 results 2025 updates of Indian Oil Corporation, Adani Energy Solutions, Indus Towers, SRF, Supreme Industries, Tata Investment Corporation, Sona BLW Precision Forgings, Sumitomo Chemical India…",negative,0.999974,2.5253032e-05,7.0525897e-07,https://www.thehindubusinessline.com/markets/q2-results-live-updates-adani-energy-indus-towers-bata-india-srf-supreme-ind-kfin-tech-hatsun-ioc-pnb-housing-jk-tyre-tata-investment-kotak-mahindra-bank-dr-reddys-itc-hotels-coforge-27-october-2025/article70197416.ece
ITC,2025-10-27T01:11:00Z,Sandeep Goyal’s art of the audacious deal,"Explore Sandeep Goyal's audacious journey in advertising, art, and business strategies shaping the future of Rediffusion.",negative,0.9903583,0.009636763,4.9387786e-06,https://www.thehindubusinessline.com/specials/corporate-file/sandeep-goyals-art-of-the-audacious-deal/article70204846.ece
ITC,2025-10-27T01:09:12Z,"Stock Market Live Updates 27 Oct 2025: Cummins India (₹4,184.35) – BUY","Sensex, Nifty, Share Prices LIVE: The outlook is bullish for Cummins India. The stock has surged over 5 per cent last week and has closed on a strong note. This rise has taken the share price well above a key intermediate resistance level of ₹4,050. Cluster o…",neutral,2.5092697e-09,1.0,5.793463e-09,https://www.thehindubusinessline.com/markets/share-market-nifty-sensex-live-updates-27th-october-2025/article70204541.ece
ITC,2025-10-26T16:00:00Z,SHAPING THE STANDARDS FOR TOMORROW’S TRADE,"FROM fields to factories and now to global frontiers, Malaysia's economy has transformed rapidly over the decades. Read full story",neutral,0.0001930568,0.99980396,2.9798596e-06,https://www.thestar.com.my/news/nation/2025/10/27/shaping-the-standards-for-tomorrows-trade
ITC,2025-10-26T10:07:50Z,Chhattisgarh HC rules BALCO cannot claim ITC on cess paid for electricity supplied to township,The Chhattisgarh High Court has denied Bharat Aluminium Company Limited (BALCO) the right to claim Input Tax Credit (ITC) on GST Compensation Cess paid for imported coal used to generate electricity for its employee residential township. The court ruled this …,negative,0.98492545,0.0020924215,0.012982109,https://timesofindia.indiatimes.com/city/raipur/chhattisgarh-high-court-rules-balco-cannot-claim-itc-on-cess-paid-for-electricity-supplied-to-township/articleshow/124825865.cms
ITC,2025-10-26T09:50:02Z,"Q2 results this week: Swiggy, Adani Green, ITC, L&T among 300-plus firms set to declare September earnings, Maruti Q2","Over 300 companies, including major names like Adani, ITC, Larsen & Toubro, and Swiggy, are set to announce Q2 FY26 results this week. Earnings from sectors spanning energy, banking, consumer goods, and manufacturing will provide insights into corporate perfo…",negative,0.99999666,3.07015e-06,1.8441621e-07,https://economictimes.indiatimes.com/markets/stocks/earnings/q2-results-this-week-swiggy-adani-green-itc-lt-among-300-plus-firms-set-to-declare-september-earnings-maruti-q2/articleshow/124825632.cms
ITC,2025-10-26T07:46:50Z,"Global insurers, not LIC, top Adani investors; Apollo, Athene lead","While LIC’s Adani exposure draws scrutiny, global insurers like Apollo and Athene are betting big on the conglomerate’s airports, ports, and green energy.",negative,0.80793154,0.0001248882,0.19194347,https://www.thehindubusinessline.com/money-and-banking/global-insurers-not-lic-top-adani-investors-apollo-athene-lead/article70204370.ece
ITC,2025-10-26T07:14:09Z,"US life insurers, not LIC, fuel Adani’s $10-billion funding spree",Global insurers are now key financiers for Adani Group companies. This comes as India's LIC faces scrutiny over its investments. Athene Insurance led a significant debt investment in Mumbai International Airport Ltd. Adani Green Energy also secured funding. A…,negative,0.7357833,2.626092e-05,0.26419047,https://economictimes.indiatimes.com/news/company/corporate-trends/us-life-insurers-not-lic-fuel-adanis-10-billion-funding-spree/articleshow/124823936.cms
ITC,2025-10-26T04:48:50Z,"Q2 earnings, US Fed interest rate decision key drivers for stock markets this week: Analysts","Additionally, market participants will monitor developments surrounding the scheduled US–China presidential meeting, which could further ease trade tensions and impact global markets",negative,0.99900097,0.0007073098,0.00029175807,https://www.thehindubusinessline.com/markets/q2-earnings-us-fed-interest-rate-decision-key-drivers-for-stock-markets-this-week-analysts/article70204171.ece
ITC,2025-10-26T04:36:22Z,Will Nifty hit fresh all-time high this week? 6 factors will seal the deal,"The Nifty 50 is nearing an all-time high, driven by expectations of a US Fed rate cut and easing FII selling. Strong domestic earnings and progress in trade talks, including potential India-US and US-China agreements, are bolstering bullish sentiment. Investo…",neutral,2.0161086e-09,1.0,2.3796378e-09,https://economictimes.indiatimes.com/markets/stocks/news/will-nifty-hit-all-time-record-high-this-week-6-factors-will-seal-the-deal/articleshow/124822119.cms
ITC,2025-10-25T16:58:56Z,'Step Towards Transparency': CBIC Merges 31 Customs Duty Notifications Into One,"The Central Board of Indirect Taxes and Customs (CBIC) has merged 31 customs duty notifications into a consolidated notification, according to a post on X by the official handle of the government body on Saturday. The post stated this trade facilitation measu…",negative,0.99991274,8.3443825e-05,3.7645327e-06,https://www.ndtvprofit.com/economy-finance/step-towards-transparency-cbic-merges-31-customs-duty-notifications-into-one
ITC,2025-10-25T09:32:05Z,"Fed Rate Decision, Trump-Xi Jinping Meet, Q2 Earnings, Orkla IPO: The Week Ahead","The week ahead is poised for significant action with a heavy line-up of corporate results, a jam-packed economic calendar, and a key IPO. The markets will closely watch for signals from the high-level meeting between US President Donald Trump and Chinese Pres…",negative,0.85711694,0.14286722,1.5861782e-05,https://www.ndtvprofit.com/markets/fed-rate-decision-trump-xi-jinping-meet-q2-earnings-orkla-ipo-the-week-ahead
